from,to,cost
52797,57006,327.5214965876186
52797,57007,349.2313033008855
52797,57008,368.4442515171603
52797,57011,330.0883885051542
52797,57012,312.05693846323226
52797,57014,333.69737732157625
52797,57102,410.7298658140866
52797,57105,451.12556431892176
52797,57110,420.8186853085694
52797,57111,416.16715021496157
52881,52884,98.21237761356174
52881,52885,26.351557439068273
52881,52895,141.32007322733168
52881,52896,98.86249257629085
52881,52978,206.8504372193678
52881,52980,112.94460649685765
52881,52981,145.82249509513417
52881,52982,170.25207041061972
52881,52983,151.05108633547624
52881,52984,155.8472871105832
52881,52985,174.18029848995806
52881,52986,189.64452860307838
52881,52988,185.67589664646383
52881,52993,222.86240292959292
52881,52995,202.44654091325694
52881,52996,243.00661526139407
52881,52998,225.46913782835713
52881,53821,370.15841385704596
52881,53829,436.84322972186646
52881,53906,279.99857683184695
52881,53908,269.0279284831164
52881,53915,351.3411436511249
52881,53917,325.4783686854105
52881,53923,422.4699482116006
52881,53924,452.69293068877016
52881,53925,386.77206621713106
52881,53926,416.3212122566699
52881,53927,367.4131174930002
52881,53928,392.5678757210314
52881,53930,432.32786147054003
52881,53934,450.39334587415146
52881,53935,497.50244081974284
52881,53937,455.43806068638224
52881,56071,274.1312501456555
52881,56074,346.38260091704143
52881,56080,221.85036831168122
52881,56081,254.2714949520556
52881,56082,268.72464834289156
52881,56084,323.9713724856579
52881,56091,264.08950755527405
52881,56092,257.1141842603721
52881,56093,293.8406918388817
52881,56094,372.22588511423044
52881,56095,345.9197550585495
52881,56096,428.7869151720395
52881,56192,468.7375347101134
52881,57001,315.0087766520582
52881,57002,325.2586191389703
52881,57004,293.68743351325645
52881,57006,353.8695369937913
52881,57007,360.4487774015534
52881,57008,380.43211400392477
52881,57011,365.2175487031177
52881,57012,351.5011223288146
52881,57014,361.901087676152
52881,57102,427.09837108600095
52881,57105,462.1275991870287
52881,57110,442.85858970301865
52881,57111,442.7525695849544
52884,52885,76.81990543544177
52884,52895,69.79522382313797
52884,52896,28.572642390580295
52884,52978,181.84277907593432
52884,52980,72.12636062559213
52884,52981,90.53649429224005
52884,52982,103.34392524834209
52884,52983,56.379432138297254
